purchasecod,codclient,date_purchase,sales_channel,codprod,product,price,category_name,brand,disc_perc,total
95805633,1318538,2023-01-05,mob,270650,Acoustimass 6 Series V Home Theater Speaker System (Black),599.0,"sound, speaker, home",Bose,0.0,599.0
29272236,9737858,2023-12-05,website,218664,Acoustimass 6 Series V Home Theater Speaker System (Black),599.0,"sound, speaker, home",Bose,0.0,599.0
89254678,7934058,2023-03-30,store,920856,Acoustimass 6 Series V Home Theater Speaker System (Black),599.0,"sound, speaker, home",Bose,0.0,599.0
25676820,4290200,2024-06-17,partners,515891,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),139.99,"memory, computer, component",Corsair,0.0,139.99
26301975,4017245,2023-06-20,partners,106901,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),139.99,"memory, computer, component",Corsair,0.0,139.99
86553384,6717328,2023-12-13,store,133846,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),162.99,"memory, computer, component",Corsair,0.0,162.99
11673047,9425329,2022-06-06,partners,636905,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),149.99,"memory, computer, component",Corsair,0.0,149.99
30746714,1668932,2024-02-02,mktplace,760882,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),147.99,"memory, computer, component",Corsair,0.0,147.99
67553260,1966099,2022-03-19,mob,121838,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),147.99,"memory, computer, component",Corsair,0.0,147.99
73615105,7834723,2022-04-02,partners,423517,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),154.99,"memory, computer, component",Corsair,0.0,154.99
65332245,8861540,2024-04-04,store,787525,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),151.99,"memory, computer, component",Corsair,0.0,151.99
90829121,8668056,2023-05-01,mktplace,729283,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),194.82,"memory, computer, component",Corsair,0.0,194.82
40181959,2035210,2024-02-06,mob,706891,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),158.95,"memory, computer, component",Corsair,0.0,158.95
88498991,4854643,2023-11-17,website,842590,Outdoor Tech Buckshot Pro Bluetooth Speaker,55.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,55.99
81739199,4441842,2022-09-24,mob,577152,Outdoor Tech Buckshot Pro Bluetooth Speaker,55.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,55.99
65369131,8412533,2022-06-12,mob,740190,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
67778077,4730759,2023-01-27,mob,985811,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
88366711,1590394,2022-09-01,partners,975286,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
22939381,8581928,2023-01-29,store,873211,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
69622557,2871275,2022-01-16,mob,443974,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
52803883,5974759,2023-07-01,store,128841,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
71062161,9490219,2022-09-23,mob,710998,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
82967632,7817771,2023-02-25,website,144751,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
59337755,8278769,2023-02-27,mktplace,623622,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
23716718,5232167,2023-09-20,mob,343440,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
14058699,4239563,2023-05-01,store,237735,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
44341666,5103090,2023-06-23,partners,767679,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
97496491,3801845,2024-04-18,store,494644,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
57932737,6959698,2024-01-06,mktplace,536713,Outdoor Tech Buckshot Pro Bluetooth Speaker,56.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,56.99
93578312,1766539,2023-04-10,mob,259431,Outdoor Tech Buckshot Pro Bluetooth Speaker,65.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,65.99
77309770,7707052,2022-05-31,mktplace,887763,Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,71.99
87182069,4218771,2023-05-18,partners,715800,Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,71.99
36736853,3318301,2023-04-09,store,152094,Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,71.99
55418071,7555657,2022-06-18,mob,673716,Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,71.99
79830268,4156132,2022-03-13,website,227538,Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,71.99
82662259,5551306,2023-06-30,store,474388,Outdoor Tech Buckshot Pro Bluetooth Speaker,71.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,71.99
85449080,7748577,2022-11-24,website,780000,Outdoor Tech Buckshot Pro Bluetooth Speaker,63.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,63.99
77284109,3363289,2022-10-01,partners,545834,Outdoor Tech Buckshot Pro Bluetooth Speaker,59.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,59.99
36520666,1657703,2024-01-09,mob,349952,Outdoor Tech Buckshot Pro Bluetooth Speaker,64.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,64.99
70234055,5980379,2024-06-11,mktplace,723800,Outdoor Tech Buckshot Pro Bluetooth Speaker,58.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,58.99
88713844,8356764,2023-10-14,mob,770385,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
32993120,3313884,2022-02-05,store,384519,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
66055673,6142147,2023-02-08,mktplace,863247,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
73222638,4394120,2022-06-18,mob,137401,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
42410675,9351911,2023-11-21,partners,813860,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
18591430,8504853,2023-07-13,mob,764631,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
98773858,1358284,2023-09-30,partners,334627,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
15378443,5797360,2024-01-01,website,460356,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
90295632,8073379,2022-03-04,mktplace,558093,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
72898214,9158050,2023-04-20,mktplace,712925,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
34632260,4913663,2024-05-19,partners,314422,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
43263292,9455528,2023-02-26,mktplace,361216,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
77106803,2379712,2022-11-20,website,864094,Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,"speaker, portable, bluetooth",Outdoor Tech,0.0,57.99
77037253,9931956,2023-08-21,store,909919,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.99,"drive, storage, internal",WD,0.0,89.99
24328602,7864631,2023-01-06,store,842518,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,90.71,"drive, storage, internal",WD,0.0,90.71
38874784,2684200,2023-07-26,store,303338,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,"drive, storage, internal",WD,0.0,84.99
96387683,7843558,2023-06-07,mob,324236,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,"drive, storage, internal",WD,0.0,84.99
44287361,9246747,2022-11-03,mktplace,120345,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,"drive, storage, internal",WD,0.0,84.99
96038251,8917453,2022-12-13,website,171369,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,"drive, storage, internal",WD,0.0,84.99
21893824,1500433,2023-02-27,mob,964580,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,"drive, storage, internal",WD,0.0,89.95
31422927,1480067,2023-09-09,partners,651385,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,"drive, storage, internal",WD,0.0,89.95
87146415,7290955,2022-04-05,website,247803,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,"drive, storage, internal",WD,0.0,89.95
67880915,6203128,2023-12-12,mktplace,970049,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,"drive, storage, internal",WD,0.0,89.95
18620544,7546835,2022-10-02,partners,243721,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,"drive, storage, internal",WD,0.0,89.95
83656232,9118795,2023-03-03,mktplace,373155,2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,"drive, storage, internal",WD,0.0,89.95
59978198,6198029,2023-07-20,mktplace,928299,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",51.99,"car, speaker, subwoofer",Alpine,0.0,51.99
48342247,1591555,2022-01-25,mob,125713,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,"car, speaker, subwoofer",Alpine,0.56,99.43
94836517,5870442,2022-11-26,partners,444148,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,"car, speaker, subwoofer",Alpine,0.56,99.43
15793370,7972351,2022-01-07,partners,182062,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,"car, speaker, subwoofer",Alpine,0.56,99.43
81867695,1678369,2022-06-20,mktplace,955801,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,"car, speaker, subwoofer",Alpine,0.56,99.43
81707313,3456553,2023-10-23,website,161375,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,"car, speaker, subwoofer",Alpine,0.56,99.43
49848107,5156568,2023-12-30,store,118017,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.35,"car, speaker, subwoofer",Alpine,0.0,44.35
56912382,7895393,2022-06-07,website,339333,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.35,"car, speaker, subwoofer",Alpine,0.0,44.35
88610467,9817184,2022-12-07,partners,331047,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",66.99,"car, speaker, subwoofer",Alpine,0.0,66.99
41283894,1541738,2024-03-07,website,202494,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,"car, speaker, subwoofer",Alpine,0.0,79.99
80954644,8958729,2022-04-19,mktplace,229052,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,"car, speaker, subwoofer",Alpine,0.0,79.99
29008276,4916686,2023-09-18,partners,350108,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,"car, speaker, subwoofer",Alpine,0.0,79.99
64522070,9230926,2024-04-16,store,464636,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,"car, speaker, subwoofer",Alpine,0.0,79.99
15777326,4987600,2023-07-20,partners,857553,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,"car, speaker, subwoofer",Alpine,0.0,79.99
33439360,5118562,2024-04-09,mktplace,750242,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",72.99,"car, speaker, subwoofer",Alpine,0.0,72.99
81463942,3281707,2023-06-07,store,430036,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",65.99,"car, speaker, subwoofer",Alpine,0.0,65.99
71400201,2040009,2023-03-24,partners,543110,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,"car, speaker, subwoofer",Alpine,0.0,71.99
89704872,4292878,2022-04-30,store,117627,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,"car, speaker, subwoofer",Alpine,0.0,71.99
46231208,1412881,2023-11-09,mob,657417,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,"car, speaker, subwoofer",Alpine,0.0,71.99
23988168,1371161,2022-04-23,store,648070,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,"car, speaker, subwoofer",Alpine,0.0,71.99
80152636,9696479,2022-01-21,store,632915,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,"car, speaker, subwoofer",Alpine,0.0,71.99
18559596,3958913,2023-09-22,store,368828,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,"car, speaker, subwoofer",Alpine,0.0,71.99
90683006,8163949,2023-06-25,website,258487,"Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",71.99,"car, speaker, subwoofer",Alpine,0.0,71.99
